Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Size and Fit (product.metafields.custom.size_and_fit),Color (product.metafields.shopify.color-pattern),Size (product.metafields.shopify.size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / European Union,Price / European Union,Compare At Price / European Union,Included / United Kingdom,Price / United Kingdom,Compare At Price / United Kingdom,Status
rabanne-borsa-tote-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/30068012_59125857_1000_bb0fcfb3-b25a-46bc-ab54-0bcf43c23908.webp?v=1758554349,2,"Natural raffia tote with adjustable brown leather handles, carried by hand",,,,,,,,,,,,,,,,,,,,,,,,
rabanne-borsa-tote-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/30068012_59125830_1000.webp?v=1758554349,3,Profile view of natural raffia tote with leather straps on model,,,,,,,,,,,,,,,,,,,,,,,,
rabanne-borsa-tote-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/30068012_59125841_1000.webp?v=1758554349,4,Opposite profile view of natural raffia tote with round base and leather straps,,,,,,,,,,,,,,,,,,,,,,,,
rabanne-borsa-tote-rafia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/30068012_59125857_1000.webp?v=1758554349,5,"",,,,,,,,,,,,,,,,,,,,,,,,
new-balance-sneakers-gsb550-bianco-grigio,GSB550 Leather Sneakers,"<p>Clean and court inspired, these low profile leather sneakers balance smooth panels with soft grey accents for effortless everyday wear. Tonal stitching and a grippy rubber outsole with a diamond tread motif finish the look with understated polish.</p><ul>
<li>Leather and suede upper</li>
<li>Rubber outsole</li>
<li>Lace-up low profile</li>
<li>Logo on tongue</li>
<li>Diamond-pattern tread</li>
<li>White/grey colorway</li>
</ul><br><p>SKU: 708GSB550PBPE25</p>",New balance,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Apparel & Accessories > Shoes, BAMBINO, Convictional, delisted, monostate-il-sellaio, NEW BALANCE, Scarpe, SNEAKERS",false,Color,White/Grey,,Size,4/36,,,,,708GSB550PBPE25,1360.006002971,shopify,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/new_balance_bd05adfd-b968-4d4b-9c9c-bebbd493faca.png?v=1758554348,1,White/grey low-top GSB550 sneaker side view,false,New Balance GSB550 Leather Sneakers - White and Grey,"New Balance GSB550 leather sneakers in white and grey with suede details, lace-up low profile, and diamond-pattern rubber outsole.",,white; gray,,,,,,,lb,,,true,,,true,,,true,,,active
new-balance-sneakers-gsb550-bianco-grigio,,,,,,,,,White/Grey,,,4.5/37,,,,,708GSB550PBPE25,1360.006002971,shopify,deny,manual,110.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/new_balance_il_sellaio.png?v=1758554348,2,White/grey youth GSB550 sneaker lateral view,,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-gsb550-bianco-grigio,,,,,,,,,White/Grey,,,5/37.5,,,,,708GSB550PBPE25,1360.006002971,shopify,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-gsb550-bianco-grigio,,,,,,,,,White/Grey,,,5.5/38,,,,,708GSB550PBPE25,1360.006002971,shopify,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-gsb550-bianco-grigio,,,,,,,,,White/Grey,,,6/38.5,,,,,708GSB550PBPE25,1360.006002971,shopify,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-gsb550-bianco-grigio,,,,,,,,,White/Grey,,,6.5/39,,,,,708GSB550PBPE25,1360.006002971,shopify,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-gsb550-bianco-grigio,,,,,,,,,White/Grey,,,7/40,,,,,708GSB550PBPE25,1360.006002971,shopify,deny,manual,110.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-9060-grigio,9060 Suede Sneakers,"<p>These 9060 sneakers pair rich boar suede with a sculpted rubber sole for a modern, elevated everyday look. Finished with a logo detail at the tongue and a distinctive diamond-pattern outsole, they bring subtle texture and character to every step.</p>
<ul>
<li>Boar suede upper</li>
<li>Rubber sole</li>
<li>Logo on tongue</li>
<li>Diamond-pattern outsole</li>
</ul>
<br>
708GC9060BAPE25",New balance,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Apparel & Accessories > Shoes, BAMBINO, Convictional, delisted, monostate-il-sellaio, NEW BALANCE, Scarpe, SNEAKERS",false,Color,Gray,,Size,36,,Stagione,PE25,,708GC9060BAPE25,900.017980554,shopify,deny,manual,155.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/gc9060ba_nb_02_i.webp?v=1758554347,1,"",false,New Balance 9060 Gray Suede Sneakers,New Balance 9060 sneakers in gray suede with tongue logo and diamond-pattern rubber sole. Available in EU sizes 36-40.,,gray,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/gc9060ba_nb_02_i.webp?v=1758554347,lb,,,true,,,true,,,true,,,active
new-balance-sneakers-9060-grigio,,,,,,,,,Gray,,,37,,,PE25,,708GC9060BAPE25,900.017980554,shopify,deny,manual,155.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/gc9060ba_nb_03_i.webp?v=1758554347,2,"",,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-9060-grigio,,,,,,,,,Gray,,,37.5,,,PE25,,708GC9060BAPE25,900.017980554,shopify,deny,manual,155.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/gc9060ba_nb_04_i.webp?v=1758554347,3,"",,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-9060-grigio,,,,,,,,,Gray,,,38,,,PE25,,708GC9060BAPE25,900.017980554,shopify,deny,manual,155.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/gc9060ba_nb_06_i.webp?v=1758554348,4,"",,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-9060-grigio,,,,,,,,,Gray,,,38.5,,,PE25,,708GC9060BAPE25,900.017980554,shopify,deny,manual,155.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/gc9060ba_nb_07_i.webp?v=1758554347,5,"",,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-9060-grigio,,,,,,,,,Gray,,,39,,,PE25,,708GC9060BAPE25,900.017980554,shopify,deny,manual,155.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
new-balance-sneakers-9060-grigio,,,,,,,,,Gray,,,40,,,PE25,,708GC9060BAPE25,900.017980554,shopify,deny,manual,155.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
max-mara-sfilata-cintura-newplate15-nero,Newplate15 Leather Belt,"<p>A refined calfskin belt designed to bring a polished finish to everyday and tailored looks. Crafted in smooth leather with a classic pin-buckle closure, it offers timeless elegance with understated structure.</p>
<ul>
  <li>100% calfskin leather</li>
  <li>Pin-buckle fastening</li>
  <li>Leather belt design</li>
</ul>
<p>04325145010136001PE25</p>",Max mara,Apparel & Accessories > Clothing Accessories > Belts,Belts,"ACCESSORI, Apparel & Accessories > Clothing Accessories, cinture, Convictional, delisted, DONNA, MAX MARA, MAX MARA SFILATA, monostate-il-sellaio",false,Color,Black,,Size,S,,Stagione,PE25,,04325145010136001PE25,199.988875933,shopify,deny,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/4501015306001-a-newplate15_normal.jpg?v=1758554347,1,"",false,Newplate15 Leather Belt by Max Mara,"Max Mara Newplate15 belt in calf leather with pin buckle. Color: black. Available in sizes S, M, and L.",,black,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/4501015306001-a-newplate15_normal.jpg?v=1758554347,lb,,,true,,,true,,,true,,,active
max-mara-sfilata-cintura-newplate15-nero,,,,,,,,,Black,,,M,,,PE25,,04325145010136001PE25,199.988875933,shopify,deny,manual,190.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/4501015306001-d-newplate15_thumbnail.jpg?v=1758554346,2,"",,,,,,,,,,,,lb,,,,,,,,,,,,
max-mara-sfilata-cintura-newplate15-nero,,,,,,,,,Black,,,L,,,PE25,,04325145010136001PE25,199.988875933,shopify,deny,manual,190.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
drogheria-crivellini-square-toe-camel,Square-Toe Camel Ballerina Flats,"<p>A refined square-toe ballerina in warm camel tones, designed to bring polished ease to everyday dressing. Finished with a delicate strap, it balances modern structure with timeless femininity.</p>
<ul>
<li>Square toe silhouette</li>
<li>Strap detail</li>
<li>Ballerina flat style</li>
<li>Camel color</li>
</ul>
<br>
599QUJJSUOOCMXPE25",Drogheria crivellini,Apparel & Accessories > Shoes > Flats,Ballet,"Apparel & Accessories > Shoes, BALLERINE, Convictional, DONNA, DROGHERIA CRIVELLINI, monostate-il-sellaio, Scarpe",false,Color,Camel,,Size,36,,Stagione,PE25,,599QUJJSUOOCMXPE25,399.977751866,shopify,deny,manual,159.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/new-product.jpg?v=1758554347,1,"",false,"Drogheria Crivellini Square-Toe Ballerina Flats, Camel",Camel square-toe ballerina flats with strap. Classic ballet silhouette for everyday wear by Drogheria Crivellini.,,tan,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/new-product.jpg?v=1758554347,lb,,,true,,,true,,,true,,,active
drogheria-crivellini-square-toe-camel,,,,,,,,,Camel,,,37,,,PE25,,599QUJJSUOOCMXPE25,399.977751866,shopify,deny,manual,159.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/new-product_1.jpg?v=1758554347,2,"",,,,,,,,,,,,lb,,,,,,,,,,,,
drogheria-crivellini-square-toe-camel,,,,,,,,,Camel,,,38,,,PE25,,599QUJJSUOOCMXPE25,399.977751866,shopify,deny,manual,159.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/new-product_2.jpg?v=1758554347,3,"",,,,,,,,,,,,lb,,,,,,,,,,,,
drogheria-crivellini-square-toe-camel,,,,,,,,,Camel,,,39,,,PE25,,599QUJJSUOOCMXPE25,399.977751866,shopify,deny,manual,159.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
drogheria-crivellini-square-toe-camel,,,,,,,,,Camel,,,40,,,PE25,,599QUJJSUOOCMXPE25,399.977751866,shopify,deny,manual,159.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
drogheria-crivellini-square-toe-camel,,,,,,,,,Camel,,,41,,,PE25,,599QUJJSUOOCMXPE25,399.977751866,shopify,deny,manual,159.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
tagliatore-tailleur,Prince Of Wales Twill Double-Breasted Suit,"<p>Cut in a refined twill with a classic Prince of Wales check, this elegant two-piece suit is designed for effortless polish. A double-breasted jacket and matching trousers create a timeless, softly structured silhouette that transitions seamlessly from day to evening.</p><ul>
<li>Polyester, virgin wool, elastane blend</li>
<li>Prince of Wales twill</li>
<li>Double-breasted jacket</li>
<li>Two-piece set: jacket and trousers</li>
<li>Dry clean recommended</li>
<li>Made in Italy</li>
</ul><br><p>219TPARI10970152AI24</p>",Tagliatore,Apparel & Accessories > Clothing > Suits > Pant Suits,Suits,"Abbigliamento, abito, Apparel & Accessories > Clothing, Convictional, DONNA, monostate-il-sellaio, TAGLIATORE",false,Color,Charcoal,,Size,40,,,,,219TPARI10970152AI24,1199.978614835,shopify,deny,manual,1058.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/25238474_55427640_1000.jpg?v=1758554346,1,"Charcoal Prince of Wales check double-breasted suit, front",false,Tagliatore Prince of Wales Double-Breasted Suit,Elegant Italian two-piece suit in Prince of Wales twill. Double-breasted jacket with matching trousers. Wool-blend fabric with a refined drape.,,gray,,,,,,,lb,,,true,,,true,,,true,,,active
tagliatore-tailleur,,,,,,,,,Charcoal,,,42,,,,,219TPARI10970152AI24,1250.009853246,shopify,deny,manual,1058.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/25238474_55427644_1000.jpg?v=1758554346,2,"Charcoal Prince of Wales check double-breasted suit, back",,,,,,,,,,,,lb,,,,,,,,,,,,
tagliatore-tailleur,,,,,,,,,Charcoal,,,44,,,,,219TPARI10970152AI24,1299.99573242,shopify,deny,manual,1058.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
tagliatore-tailleur,,,,,,,,,Charcoal,,,46,,,,,219TPARI10970152AI24,1349.981611594,shopify,deny,manual,1058.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-hyperway-cigar,Hyperway Suede-Mesh Sneakers,"<p>Sporty and streamlined, these sneakers pair a layered suede, leather, and mesh upper with a supportive silhouette for effortless everyday wear. A cushioned rubber sole and retro-running profile finish the look in a rich cigar-brown tone.</p>
<ul>
<li>Suede, leather, and mesh upper</li>
<li>Lace-up closure</li>
<li>Padded collar and tongue</li>
<li>Cushioned rubber sole</li>
<li>Color: Cigar brown</li>
</ul>
<br>
<p>SKU: 631HYLWUM04AI25</p>",Autry,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Apparel & Accessories > Shoes, AUTRY, Convictional, DONNA, monostate-il-sellaio, Nuovi Arrivi, Scarpe, SNEAKERS",false,Color,Cigar,,Size,36,,,,,631HYLWUM04AI25,1447.005019537,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23052025_140.jpg?v=1758554347,1,Side view brown cigar suede and mesh Hyperway sneaker,false,Autry Hyperway Suede-Mesh Sneakers - Cigar Brown,"Sporty suede, leather and mesh Hyperway sneakers in cigar brown with padded collar and rubber sole for cushioned everyday comfort.",,brown,,,,,,,lb,,,true,,,true,,,true,,,active
autry-sneakers-hyperway-cigar,,,,,,,,,Cigar,,,37,,,,,631HYLWUM04AI25,1447.005019537,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23052025_143__500.jpg?v=1758554346,2,Top view showing laces and HYPERWAY tongue label,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-hyperway-cigar,,,,,,,,,Cigar,,,38,,,,,631HYLWUM04AI25,1447.005019537,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23052025_142__500.jpg?v=1758554346,3,Medial side view brown suede and mesh sneaker,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-hyperway-cigar,,,,,,,,,Cigar,,,39,,,,,631HYLWUM04AI25,1447.005019537,shopify,deny,manual,195.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23052025_141__500.jpg?v=1758554347,4,Three-quarter view pair of brown Hyperway sneakers,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-hyperway-cigar,,,,,,,,,Cigar,,,40,,,,,631HYLWUM04AI25,1447.005019537,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-hyperway-cigar,,,,,,,,,Cigar,,,41,,,,,631HYLWUM04AI25,1447.005019537,shopify,deny,manual,195.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
etro-giubbino-fantasia-paisley,Paisley-Print Quilted Long Jacket,"<p>Richly patterned in Etro's signature paisley, this quilted long jacket brings vibrant red tones to a refined, elongated silhouette. Finished with a round neckline, front pockets, and logo-engraved buttons, it delivers polished outerwear with distinctive character.</p>
<ul>
<li>100% polyester</li>
<li>Quilted construction</li>
<li>Round neckline</li>
<li>Front pockets</li>
<li>Logo-engraved buttons</li>
</ul>
<br>
<p>SKU: 704WRBB2099SASO1AI2542; 704WRBB2099SASO1AI2544</p>",Etro,Apparel & Accessories > Clothing > Outerwear > Coats & Jackets > Puffer Jackets,Outerwear,"Abbigliamento, Apparel & Accessories > Clothing, Convictional, DONNA, ETRO, GIUBBINO, monostate-il-sellaio, Nuovi Arrivi",false,Color,Red paisley,,Size,42,,Stagione,AI25,,704WRBB2099SASO1AI2542,900.017980554,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/31A0C848-D64D-46B0-A403-2F9B767665B9.jpg?v=1758554346,1,"",false,Etro Paisley-Print Quilted Long Jacket,"Etro long quilted jacket in signature red paisley. Round neckline, front pockets, and logo-engraved buttons. 100% polyester.",,red,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/31A0C848-D64D-46B0-A403-2F9B767665B9.jpg?v=1758554346,lb,,,true,,,true,,,true,,,active
etro-giubbino-fantasia-paisley,,,,,,,,,Red paisley,,,44,,,AI25,,704WRBB2099SASO1AI2544,949.005956514,shopify,deny,manual,1090.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/0B9141DC-2C72-4EB0-973E-DA7E9649DF48_9d0ce1c2-e3ec-44d1-8341-5b24a829b348.jpg?v=1758554346,2,Close-up of paisley print and logo buttons on red quilted jacket,,,,,,,,,,,,lb,,,,,,,,,,,,
etro-giubbino-fantasia-paisley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/853EA269-3C1F-4744-9774-B3A91FF0A315.jpg?v=1758554347,3,Detail of pocket and quilting on red paisley jacket,,,,,,,,,,,,,,,,,,,,,,,,
etro-giubbino-fantasia-paisley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/DC41E264-FEAE-43AA-9575-99976D1E6AA5.jpg?v=1758554347,4,Back view of red paisley quilted jacket,,,,,,,,,,,,,,,,,,,,,,,,
autry-sneakers-clc-argento,CLC Metallic Leather Sneakers,"<p>Streamlined and subtly statement-making, these low-top sneakers pair smooth calf leather with metallic accents for a fresh take on a retro court classic. A perforated round toe and layered panels add texture, while the chunky rubber sole delivers everyday comfort and lift.</p>
<ul>
<li>Calf leather upper</li>
<li>Metallic accents</li>
<li>Perforated round toe</li>
<li>Layered panels</li>
<li>Chunky rubber sole</li>
<li>Lace-up closure</li>
<li>Color: white/silver</li>
</ul>
<br>
<p>SKU: 631ROLWMB02AI25</p>",Autry,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Apparel & Accessories > Shoes, AUTRY, Convictional, DONNA, monostate-il-sellaio, Nuovi Arrivi, Scarpe, SNEAKERS",false,Color,White Silver,,Size,36,,,,,631ROLWMB02AI25,900.017980554,shopify,deny,manual,210.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24982816_55105806_1000.webp?v=1758554346,1,"White and silver low-top sneakers with chunky sole, side view",false,CLC Metallic Leather Sneakers - Autry White/Silver,"Autry CLC low-top sneakers in calf leather with metallic accents, perforated round toe, lace-up closure, and chunky rubber sole in white/silver.",,white; silver,,,,,,,lb,,,true,,,true,,,true,,,active
autry-sneakers-clc-argento,,,,,,,,,White Silver,,,37,,,,,631ROLWMB02AI25,900.017980554,shopify,deny,manual,210.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24982816_55105826_1000.webp?v=1758554346,2,"White and silver low-top sneakers, three-quarter view",,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-clc-argento,,,,,,,,,White Silver,,,38,,,,,631ROLWMB02AI25,900.017980554,shopify,deny,manual,210.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24982816_55105805_1000.webp?v=1758554346,3,"White and silver low-top sneakers, medial side view",,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-clc-argento,,,,,,,,,White Silver,,,39,,,,,631ROLWMB02AI25,900.017980554,shopify,deny,manual,210.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/24982816_55105814_1000.webp?v=1758554346,4,"White and silver low-top sneakers, rear three-quarter view",,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-clc-argento,,,,,,,,,White Silver,,,40,,,,,631ROLWMB02AI25,900.017980554,shopify,deny,manual,210.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-clc-argento,,,,,,,,,White Silver,,,41,,,,,631ROLWMB02AI25,900.017980554,shopify,deny,manual,210.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
ibeliv-borsa-tokyo-ii-tea,Tokyo II Raffia Tote Bag,"<p>A refined summer tote crafted in tightly woven raffia with smooth leather top handles. The spacious open interior features dual slit pockets and a magnetic snap closure, offering effortless elegance from city strolls to seaside escapes.</p><ul>
<li>100% raffia body</li>
<li>Leather handles and trim</li>
<li>Magnetic snap closure</li>
<li>Two interior pockets</li>
<li>Removable long strap</li>
</ul><br><p>654TOKYOIITEAPE25</p>",Ibeliv,"Apparel & Accessories > Handbags, Wallets & Cases > Handbags > Shopper Bags",Totes,"Apparel & Accessories > Handbags, BORSE, Convictional, DONNA, IBELIV, monostate-il-sellaio, Nuovi Arrivi, relisted, Wallets & Cases > Handbags",false,Color,Tea,,Size,One size,,,,,654TOKYOIITEAPE25,800.000862969,shopify,deny,manual,170.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/ps_ss24_s_tokyoII_t_616dab50-0423-4efd-9d4f-ada75d0ede54.webp?v=1758554346,1,Tokyo II raffia tote with brown leather handles in tea,false,Tokyo II Raffia Tote Bag by Ibeliv,"Ibeliv Tokyo II raffia tote with leather handles, magnetic snap closure, interior pockets, and a removable long strap.",,tan,,,,,,,lb,,,true,,,true,,,true,,,active
ibeliv-borsa-tokyo-ii-tea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/2402-Tokyo-Laza-Rio_0ec39416-857b-46f0-821c-48ba5d2c7d03.jpg?v=1758554346,2,Interior of raffia tote showing pockets and magnetic snap,,,,,,,,,,,,,,,,,,,,,,,,
autry-sneakers-platform,Medalist Leather Platform Sneakers,"<p>Crafted in smooth calf leather, these platform sneakers balance a crisp white upper with a cream toned sole for a refined everyday look. A low top silhouette with perforated detailing and classic lace up closure keeps the finish clean, polished, and comfortable from morning to night.</p><ul>
<li>100% calf leather</li>
<li>Lace up closure</li>
<li>Perforated toe</li>
<li>Platform rubber sole</li>
<li>Round toe</li>
</ul><br><p>SKU: 631PTLWLL15AI25</p>",Autry,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Apparel & Accessories > Shoes, AUTRY, Convictional, delisted, DONNA, monostate-il-sellaio, Nuovi Arrivi, Scarpe, SNEAKERS",false,Color,White,,Size,36,,,,,631PTLWLL15AI25,800.000862969,shopify,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23414297_53447918_1000.webp?v=1758554346,1,White platform leather sneakers side view,false,Autry Medalist Leather Platform Sneakers - White,"Autry Medalist platform sneakers in smooth calf leather with perforated toe, lace-up closure, and rubber platform sole in white.",,white,,,,,,,lb,,,true,,,true,,,true,,,active
autry-sneakers-platform,,,,,,,,,White,,,37,,,,,631PTLWLL15AI25,820.004286486,shopify,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23414297_53447916_1000.webp?v=1758554346,2,White platform leather sneakers angled view,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-platform,,,,,,,,,White,,,38,,,,,631PTLWLL15AI25,840.007710003,shopify,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23414297_53447921_1000.webp?v=1758554346,3,White platform leather sneakers back angle,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-platform,,,,,,,,,White,,,39,,,,,631PTLWLL15AI25,860.01113352,shopify,deny,manual,180.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/23414297_53447924_1000.webp?v=1758554346,4,Top view of white platform sneakers with laces,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-platform,,,,,,,,,White,,,40,,,,,631PTLWLL15AI25,880.014557037,shopify,deny,manual,180.00,,true,true,,,,,,,,,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-super-vintage-azzurro,Super Vintage Suede Sneakers,"<p>Retro-inspired low-top sneakers are crafted from soft suede calf leather and finished with vintage-style distressing for an effortlessly worn-in look. Contrast blue overlays and a perforated toe bring classic athletic character to an elevated everyday staple.</p><ul>
<li>Suede calf leather</li>
<li>Low-top silhouette</li>
<li>Perforated toe</li>
<li>Contrast blue overlays</li>
<li>Distressed sole and trim</li>
<li>Lace-up closure</li>
</ul><br><p>SKU: 631AVLWSV48PE25</p>",Autry,Apparel & Accessories > Shoes > Sneakers,Sneakers,"Apparel & Accessories > Shoes, AUTRY, Convictional, delisted, DONNA, monostate-il-sellaio, Scarpe, SNEAKERS",false,Color,White/Blue,,Size,36,,,,,631AVLWSV48PE25,800.000862969,shopify,deny,manual,255.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28204776_57708596_1000_1.webp?v=1758554346,1,Low-top vintage-effect sneakers in white and blue,false,Autry Super Vintage Suede Sneakers - White/Blue,"Autry Super Vintage suede sneakers in White/Blue with perforated toe, contrast overlays, distressed sole and trim, and lace-up closure.",,white; blue,,,,,,,lb,,,true,,,true,,,true,,,active
autry-sneakers-super-vintage-azzurro,,,,,,,,,White/Blue,,,37,,,,,631AVLWSV48PE25,820.004286486,shopify,deny,manual,255.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28204776_57708592_1000.webp?v=1758554346,2,Three-quarter view of white and blue vintage sneakers,,,,,,,,,,,,lb,,,,,,,,,,,,
autry-sneakers-super-vintage-azzurro,,,,,,,,,White/Blue,,,38,,,,,631AVLWSV48PE25,840.007710003,shopify,deny,manual,255.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0641/5804/0249/files/28204776_57708598_1000.webp?v=1758554346,3,Top view showing perforated toe and laces,,,,,,,,,,,,lb,,,,,,,,,,,,
